p_id,long,lat,end_datetime,age,gender,education,race,income,storm_system,storm_rec_warn,rec_subscribe,wthr_info_web,wthr_info_govweb,wthr_info_loctv,wthr_info_cabtv,wthr_info_radio,wthr_info_fam,wthr_info_soc,wthr_info_phone
R3KIPH59902,-95.317229,34.035582,1465565938,53,0,4,1,NA,2,1,Agree,NA,Less than once per week,About once a day,About once a day,Never,Several times a day,Never,Never
R3KIPH59960,-95.317229,34.035582,1467477965,82,1,3,1,1.08E+05,2,NA,Disagree,Never,Never,About once a day,About once a day,Never,About once a day,Never,Never
R3KIPH60049,-95.699959,34.033184,1467149475,71,1,1,1,5.20E+04,2,1,Disagree,Never,Never,Several times a day,Several times a day,Never,Less than once per week,Never,About once a day
R3KIPH60115,-95.699959,34.033184,1468179873,68,0,6,1,6.00E+04,2,1,Disagree,Never,Never,Several times a day,About once a day,Never,About once a day,Never,Never
R3KIPH60117,-95.699959,34.033184,1468071001,60,0,2,3,2.00E+04,2,1,NA,NA,NA,About once a day,NA,NA,NA,NA,NA
R3KIPH60301,-95.09466,34.00299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH60407,-94.8987,34.95163,1465427675,79,1,7,1,7.00E+04,1,NA,Strongly disagree,Less than once per week,Less than once per week,Several times a day,Less than once per week,Never,Less than once per week,Less than once per week,Never
R3KIPH60618,-94.767271,34.869478,1466972116,78,0,2,1,1.80E+04,1,1,Strongly disagree,Never,Never,About once a day,About once per week,Never,Never,About once a day,Never
R3KIPH60718,-94.688252,34.840628,1465483756,71,1,5,1,6.00E+04,1,0,Strongly disagree,Several times a day,Never,About once a day,Never,Never,Less than once per week,Never,Never
R3KIPH60751,-94.516496,34.759614,1466184862,43,0,6,3,9.00E+04,1,NA,Strongly agree,Several times a day,Never,Several times a day,About once a day,Several times a day,About once a day,About once a day,Several times a day
R3KIPH60882,-94.627541,34.751795,1465398657,81,0,8,3,1.50E+04,1,1,Neither agree nor disagree,Never,Less than once per week,Several times a day,Several times a day,Never,Never,Never,Several times a day
R3KIPH60899,-97.23014,35.453399,1466730876,51,1,4,1,4.00E+04,2,NA,Strongly disagree,About once a day,About once a day,About once a day,About once per week,Several times a day,About once per week,Never,About once a day
R3KIPH60945,-94.60085,34.884112,1467333112,70,0,4,1,1.20E+04,1,1,Disagree,Never,Never,Several times a day,Several times a day,Never,About once a day,Never,Never
R3KIPH61101,-94.625751,34.910518,1466305559,53,1,7,1,1.50E+05,1,2,Strongly disagree,About once per week,Never,Several times per week,About once per week,Several times a day,About once per week,Never,Several times per week
R3KIPH61119,-94.643184,34.949153,1466106560,61,1,5,1,5.00E+04,1,0,Neither agree nor disagree,About once a day,Less than once per week,About once per week,Less than once per week,Several times a day,Less than once per week,Never,Never
R3KIPH61353,-94.572386,34.938511,1465765759,56,0,7,1,5.00E+04,1,1,Strongly disagree,Never,Never,Several times a day,Never,About once a day,About once a day,Never,Never
R3KIPH61357,-94.5931,34.9582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH61497,-94.651689,35.0825,1467320222,74,1,4,1,3.50E+04,1,0,Agree,Never,About once per week,Several times a day,Several times a day,Several times a day,About once a day,Never,Less than once per week
R3KIPH61627,-94.646885,35.004149,1465397632,74,1,6,1,1.10E+05,1,1,Strongly disagree,Less than once per week,Less than once per week,Several times a day,About once per week,About once a day,About once a day,Never,Never
R3KIPH61709,-94.676049,34.481272,1466129556,71,0,5,1,2.50E+04,1,1,Agree,Less than once per week,Several times a day,Less than once per week,Never,About once a day,NA,Less than once per week,Never
R3KIPH61725,-94.671597,34.424383,1468023914,58,0,5,3,3.00E+04,1,NA,Disagree,Never,Never,Several times a day,Several times a day,Several times a day,Several times a day,Never,Never
R3KIPH61726,-94.6719,34.424029,1465696320,76,1,4,1,4.00E+04,1,NA,NA,NA,NA,Several times a day,NA,NA,NA,NA,NA
R3KIPH61767,-94.6097,34.51582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH61777,-94.637888,34.47113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH61800,-94.629377,34.47525,1467855467,79,0,7,3,2.20E+04,1,2,Somewhat agree,Less than once per week,Never,Several times a day,Several times per week,About once a day,Several times a day,About once a day,About once per week
R3KIPH61839,-94.68271,34.524613,1465770542,70,1,6,1,3.00E+04,1,NA,Strongly disagree,Several times per week,Less than once per week,Several times per week,Several times per week,About once per week,About once per week,Never,Never
R3KIPH61856,-94.731575,34.521581,1465523328,63,0,6,1,4.80E+04,1,NA,Strongly disagree,Less than once per week,Never,Several times a day,Less than once per week,Several times per week,Several times per week,About once a day,Never
R3KIPH61873,-94.78625,34.528635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH61884,-94.852982,34.536099,1467067617,32,1,6,1,2.40E+04,1,NA,Strongly disagree,About once per week,About once per week,Never,Never,Less than once per week,Several times per week,Less than once per week,Never
R3KIPH61908,-94.490365,34.511474,1466547598,57,1,2,1,2.80E+04,1,NA,Strongly disagree,Never,Never,Never,Several times per week,Several times per week,About once per week,Never,Several times per week
R3KIPH61926,-94.553558,34.521807,1466976226,67,1,5,3,3.30E+04,1,NA,Somewhat agree,Several times per week,About once a day,Several times a day,Several times a day,About once a day,Several times per week,Less than once per week,Never
R3KIPH62143,-94.912844,34.862549,1466972198,53,0,5,1,5.80E+04,1,1,Strongly agree,About once a day,Never,About once a day,Several times a day,Never,About once a day,Several times a day,Several times a day
R3KIPH62152,-94.872901,34.892068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH62184,-94.866109,34.898505,1467132943,54,0,6,1,2.40E+04,1,NA,Neither agree nor disagree,Never,Never,Several times per week,Never,Never,Several times per week,Never,Never
R3KIPH62189,-94.81589,34.84635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH62210,-94.892817,34.98453,1466114764,56,1,7,1,9.00E+05,1,0,Agree,About once per week,Never,About once a day,About once per week,About once a day,About once a day,Never,Several times a day
R3KIPH62348,-94.80592,35.01491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH62379,-94.723524,34.973833,1466108322,64,1,7,1,4.50E+04,1,NA,Agree,Less than once per week,Never,Several times per week,Several times per week,Never,NA,NA,Several times a day
R3OKNM10063,-97.2724,35.49805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM10292,-97.607497,35.635406,1465400666,43,1,4,1,1.05E+05,2,0,Disagree,Never,Never,Several times a day,Never,About once a day,Several times per week,Several times per week,About once a day
R3OKNM10320,-97.503212,35.737699,1466539833,35,0,7,1,1.45E+05,2,NA,Somewhat agree,About once per week,Never,Never,Never,About once per week,Several times per week,Never,About once per week
R3OKNM10811,-97.452864,35.762993,1466103917,31,1,7,1,2.40E+05,2,2,Agree,About once a day,Never,About once per week,Never,Several times per week,Several times per week,Never,Several times per week
R3OKNM10814,-97.452264,35.652772,1465397914,29,1,6,4,7.50E+04,2,NA,Agree,About once per week,Less than once per week,Several times per week,Never,About once per week,About once a day,Never,Less than once per week
R3OKNM11079,-97.445742,35.688518,1467061204,52,0,7,1,1.43E+05,2,2,Agree,About once per week,Never,About once per week,Never,Several times per week,About once per week,Never,Never
R3OKNM11089,-97.455041,35.672605,1467814028,47,0,7,1,4.50E+04,2,NA,Somewhat agree,Several times per week,Less than once per week,Less than once per week,Less than once per week,Less than once per week,About once per week,About once per week,Less than once per week
R3OKNM11125,-97.46022,35.65397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM11176,-97.4491,35.673351,1468378508,48,1,7,1,5.00E+05,2,0,Strongly agree,Never,Several times per week,About once a day,Never,Several times per week,Never,Never,Several times a day
R3OKNM12403,-97.172232,35.435149,1466177342,69,1,4,1,2.70E+04,2,2,Agree,About once a day,Less than once per week,Never,Never,Never,Never,Never,Less than once per week
R3OKNM12466,-97.14557,35.52161,1467382028,51,1,6,1,1.00E+05,2,1,Strongly disagree,Several times per week,Less than once per week,Several times a day,Never,Several times a day,Several times per week,About once per week,Several times a day
R3OKNM13493,-97.311271,35.619773,1466102363,78,1,7,1,1.00E+05,2,1,Strongly disagree,Less than once per week,About once per week,About once a day,About once per week,Several times a day,Never,Never,Several times per week
R3OKNM13505,-97.306022,35.623598,1467764477,56,0,6,1,2.00E+05,2,0,Strongly agree,Less than once per week,Less than once per week,Several times per week,Less than once per week,Less than once per week,Never,Less than once per week,About once per week
R3OKNM13664,-97.450709,35.681762,1466107680,64,0,7,1,6.00E+04,2,1,Agree,Never,Never,Several times a day,Never,About once a day,Less than once per week,Never,Less than once per week
R3OKNM151,-97.480018,35.683793,1465432933,81,0,6,1,NA,2,NA,Strongly agree,Less than once per week,Never,Several times a day,NA,About once per week,NA,About once per week,Several times a day
R3OKNM15289,-97.51432,35.48822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM15562,-97.532512,35.492203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM15825,-97.55716,35.49206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM16080,-97.55775,35.47956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM16690,-97.422382,35.466698,1465849939,65,1,1,1,46800,2,1,Neither agree nor disagree,Never,Never,Several times a day,Several times a day,Never,Several times a day,Several times per week,About once a day
R3OKNM16856,-97.38841,35.48424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM17192,-97.378915,35.475224,1465441226,65,0,4,1,3.20E+04,2,NA,Agree,NA,Never,Several times a day,Several times a day,Less than once per week,Less than once per week,Never,Less than once per week
R3OKNM18001,-97.573595,35.65236,1465412112,34,0,7,1,7.50E+04,2,NA,Somewhat agree,About once per week,Less than once per week,About once per week,About once per week,About once a day,About once a day,About once a day,About once a day
R3OKNM18045,-97.554375,35.500384,1468276687,28,1,6,1,4.20E+04,2,NA,Strongly disagree,Less than once per week,Less than once per week,Never,Less than once per week,Less than once per week,Less than once per week,Less than once per week,Less than once per week
R3OKNM18053,-97.548678,35.500417,1465645834,41,1,6,1,1.20E+05,2,0,Strongly agree,About once a day,About once a day,About once a day,Never,Less than once per week,Less than once per week,About once a day,About once a day
R3OKNM18102,-97.556321,35.517153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM18152,-97.538982,35.556673,1469157670,40,0,7,1,1.60E+05,2,NA,Agree,Several times a day,Several times a day,Never,Never,Several times a day,About once a day,About once a day,Less than once per week
R3OKNM18165,-97.536141,35.553898,1466173476,36,1,6,1,4.60E+04,2,1,Strongly agree,Less than once per week,About once a day,About once a day,About once per week,About once per week,Several times a day,About once per week,Never
R3OKNM19042,-97.487982,35.482043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM191,-97.49941,35.67507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM19242,-97.542583,35.504145,1465414571,52,1,7,1,NA,2,1,Strongly disagree,Never,Never,Several times a day,Never,About once a day,About once a day,Never,Never
R3OKNM19268,-97.538032,35.516028,1467500020,55,0,4,1,1.80E+04,2,NA,Somewhat agree,Less than once per week,Never,About once per week,About once a day,Several times per week,About once a day,Several times a day,Several times per week
R3OKNM19342,-97.528841,35.513564,1467086828,40,1,8,1,2.25E+05,2,NA,Disagree,About once per week,Less than once per week,Less than once per week,Never,Never,Less than once per week,Never,Never
R3OKNM19362,-97.529082,35.507263,1466813371,71,0,6,1,1.00E+04,2,1,NA,Never,Never,About once per week,About once per week,Less than once per week,Less than once per week,Never,Never
R3OKNM19829,-97.560172,35.409023,1465400954,28,0,3,1,3.00E+04,2,1,Disagree,About once per week,Never,About once per week,About once per week,About once per week,About once per week,About once per week,Several times per week
R3OKNM19923,-97.55059,35.55905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM20079,-97.569789,35.575888,1465657073,30,1,6,1,4.00E+04,2,NA,Somewhat agree,Never,Never,Less than once per week,Never,Several times a day,Several times a day,Several times a day,Never
r3oknm20121,-97.56257,35.57513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r3oknm20247,-97.592813,35.523272,1465424267,58,1,3,1,19792,2,0,NA,Several times per week,Less than once per week,Several times a day,About once a day,About once a day,About once a day,Never,Never
R3OKNM20294,-97.579528,35.58729,1466564877,77,1,7,1,7.00E+04,2,2,Strongly disagree,About once per week,Less than once per week,Less than once per week,Several times per week,Several times a day,Less than once per week,Never,Never
R3OKNM20302,-97.580859,35.592577,1467853687,58,1,6,1,NA,2,NA,Agree,About once a day,Never,Several times per week,Never,Several times a day,About once per week,Never,Less than once per week
R3OKNM20578,-97.59457,35.599876,1465598695,53,0,5,1,4.80E+04,2,NA,Strongly agree,About once a day,Several times per week,Several times a day,Several times a day,Several times a day,About once per week,Several times a day,Several times a day
R3OKNM21306,-97.61895,35.4429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM21426,-97.50736,35.40833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM21645,-97.367478,35.482731,1467164834,37,1,4,1,1.20E+04,1,1,Somewhat agree,Several times per week,Never,Several times per week,Never,Less than once per week,Several times per week,Several times per week,Several times per week
R3OKNM21673,-97.347929,35.484448,1466106674,53,1,2,1,3.50E+04,2,NA,Agree,Never,Never,NA,Never,Less than once per week,About once per week,Never,Several times per week
R3OKNM21840,-97.367122,35.449223,1466368022,59,1,4,1,8.90E+04,2,0,Agree,Less than once per week,Several times per week,Several times per week,Less than once per week,Several times per week,Less than once per week,Never,Less than once per week
R3OKNM21901,-97.34408,35.449167,1467760339,35,0,6,3,3.60E+04,2,2,Strongly agree,Less than once per week,Less than once per week,Less than once per week,Never,About once per week,Several times per week,Several times per week,Several times a day
R3OKNM21961,-97.327941,35.440801,1465516472,60,1,6,1,NA,2,0,Agree,NA,NA,Several times a day,NA,About once a day,NA,NA,Several times per week
R3OKNM21986,-97.339222,35.441118,1465405123,37,0,7,1,5.10E+04,2,0,Strongly agree,Never,Less than once per week,Several times a day,Never,Several times a day,Never,Never,Several times a day
R3OKNM23092,-97.515551,35.401753,1467326283,30,0,2,1,6.50E+04,2,NA,Strongly disagree,Several times per week,Less than once per week,About once a day,Never,About once per week,Several times per week,Several times per week,Less than once per week
R3OKNM23244,-97.63926,35.60378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3OKNM23511,-97.509272,35.377248,1467174661,54,1,7,1,1.50E+05,2,NA,Strongly agree,Never,Several times per week,About once a day,Less than once per week,About once per week,Several times per week,Never,About once a day
R3OKNM24150,-97.612409,35.591127,1465400528,64,1,7,1,3.75E+05,2,2,Agree,About once a day,Never,About once a day,Less than once per week,About once a day,Never,Never,Less than once per week
r3oknm24210,-97.659035,35.582361,1466138075,65,1,6,1,1.00E+05,2,1,Strongly disagree,Less than once per week,About once per week,Several times a day,About once a day,Several times a day,Several times per week,Never,About once a day
R3OKNM24486,-97.634688,35.574511,1466534325,52,1,4,1,7.00E+04,2,1,Disagree,Less than once per week,Less than once per week,Several times per week,Never,Less than once per week,Less than once per week,Never,Less than once per week
R3OKNM24512,-97.642728,35.580162,1467178445,44,0,7,3,6.70E+04,2,1,Agree,Several times per week,Less than once per week,Never,Never,Several times per week,About once per week,Several times per week,About once per week
R3OKNM24522,-97.619105,35.576172,1466457137,63,0,5,1,9.30E+04,2,NA,Somewhat agree,Less than once per week,Less than once per week,Several times a day,Less than once per week,Several times a day,Less than once per week,Never,About once per week
R3OKNM256,-97.508201,35.668069,1466136634,40,0,7,2,5.00E+04,2,NA,NA,Never,Never,Several times a day,Less than once per week,Several times per week,Several times a day,Never,Less than once per week
