tweetid,tweettimestamp,user,text,retweetedtext,is_retweet,is_quotestweet,F,P,V,ND1,ND2,ND3,ND4,ND5,D1,D2,D3,T,TP
1.02E+18,1533091032,NWS Albuquerque,Severe thunderstorm headed south into #RioRancho. Quarter size hail is possible with this storm along w/ torrential rain and flash flooding #TurnAroundDontDrown #nmwx https://t.co/BnWFzptvHJ,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.00E+18,1528327830,NWS Albuquerque,Rouge thunderstorm headed up from the southwest into mid Rio Grande Valley. Expect gusty outflow winds to 45 mph and some light to moderate rain. #nmwx https://t.co/omwSxVnAtm,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.00E+18,1528053903,NWS Albuquerque,RT @mikeumsc: Supercell thunderstorm structure looking to the Southwest from near seama New Mexico at 1:24 Mountain Time @NWSAlbuquerque #n…,Supercell thunderstorm structure looking to the Southwest from near seama New Mexico at 1:24 Mountain Time @NWSAlbuquerque #nmwx https://t.co/jq4LZqJ8zw,TRUE,FALSE,0,,,,,,,,,,,0,
9.99E+17,1526913773,NWS Albuquerque,The severe storm risk has been updated to include more of northwestern NM today #nmwx https://t.co/PuidFn9Wdc,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.04E+18,1537381588,NWS Albuquerque,The weather radar is beginning to light up with thunderstorm activity along and west of the central mountain chain.  Short Term Forecast out soon. #nmwx,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.03E+18,1534617809,NWS Albuquerque,"Storms firing over the mountains, will move into the valleys and plains this afternoon. Severe storms with large hail and wind gusts to 60 mph are possible in ne NM. #nmwx https://t.co/OwwYthDnif",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.06E+18,1541282712,NWS Albuquerque,"Isolated showers and widely isolated thunderstorms continue to develop along a backdoor cold front east of the central mountains this afternoon. Activity should decrease over the next 2 hrs. thru 6 PM, as daytime heating wanes. Small hail and gusty winds to 40 mph possible. https://t.co/J7NYSHTe3x",,FALSE,FALSE,1,1,1,should,possible,,,,,,,1,1
9.99E+17,1526936064,NWS Albuquerque,RT @BernCo_EOC: Quarter to half inch hail here at the office  @NWSAlbuquerque https://t.co/MvzuLOFO5y,Quarter to half inch hail here at the office  @NWSAlbuquerque https://t.co/MvzuLOFO5y,TRUE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1533154592,NWS Albuquerque,There was some large hail reported in northern #NM last night. Nearly 2-inch hail fell in Jemez Springs! Did you have any reports? Let us know! #nmwx https://t.co/qQE26FqqjA,,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1533261322,NWS Albuquerque,"RT @weedreimer: Monsoon storm leaves behind nearly quarter size hail on Bobcat Pass just outside of Red River, NM earlier this evening. @NW…","Monsoon storm leaves behind nearly quarter size hail on Bobcat Pass just outside of Red River, NM earlier this evening. @NWSAlbuquerque @ReedTimmerAccu @breakingweather @ByronKOAT @EricKOAT @JorgeTWeather #NMwx #monsoonseason https://t.co/NR0EWOlECb",TRUE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532534905,NWS Albuquerque,RT @NWSWGRFC: An active thunderstorm pattern will continue into the weekend for northern New Mexico and southern Colorado. In addition to t…,"An active thunderstorm pattern will continue into the weekend for northern New Mexico and southern Colorado. In addition to the flash flooding threat, northern New Mexico rivers may see significant rises. If you see water over the roadway, turn around don't drown. #nmwx https://t.co/89n4PHBqHa",TRUE,FALSE,1,0,,,,,,,,,,0,
1.04E+18,1535780645,NWS Albuquerque,RT @darkglassphoto: Nice #Lightning over the Jemez Mountains tonight in northern #NewMexico #nmwx #weather #StormHour #thunderstorm https:/…,Nice #Lightning over the Jemez Mountains tonight in northern #NewMexico #nmwx #weather #StormHour #thunderstorm https://t.co/ZakhMGJ8qK,TRUE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1530879582,NWS Albuquerque,"A pesky stable layer just above mountain-top level will limit thunderstorm coverage today. Best shot at scattered storm coverage will be over the northern mountains &amp; in particular, the Sangre de Cristos. #nmwx https://t.co/Pso0ZpOmWy",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.03E+18,1534027599,NWS Albuquerque,Storms with heavy rain and small hail moving into the #ABQ metro and the middle RGV. #TurnAroundDontDrown #nmwx https://t.co/5e8Uq052QP,,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532536326,NWS Albuquerque,A marginal risk of severe thunderstorms exists across portions of northeast NM both today and Thursday. Hail and damaging wind gusts are the main concerns. #nmwx https://t.co/IOXzC2AOeh,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1531610390,NWS Albuquerque,NWS radar estimating btwn 1.5' and 1.8' of rain have fallen over southeast #ABQ with up to 0.75' in the NE heights. Remove a few tenths of an inch due to hail contamination &amp; it's on point w/rain reports. Arroyos in the NE heights are flowing high. Turn around don't drown. #nmwx https://t.co/4sKvY93RfN,,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1533636245,NWS Albuquerque,Severe weather is likely again today across northeast and east central NM. Stay weather aware today! #nmwx https://t.co/X2S7eJhZdf,,FALSE,FALSE,1,1,1,likely,,,,,,,,1,1
1.05E+18,1538602975,NWS Albuquerque,"3:38 PM A few storms moving quickly east-northeast over western NM with small hail, winds up to 40 mph, and lightning strikes #nmwx https://t.co/fvyQVckKIH",,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528930100,NWS Albuquerque,RT @vanessajeanne: Major rain and hail in Guadalupita #nmwx https://t.co/S7X8Eaf3NP,Major rain and hail in Guadalupita #nmwx https://t.co/S7X8Eaf3NP,TRUE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529709148,NWS Albuquerque,4:53pm MDT.  Severe-warned supercell thunderstorm as seen from the northwest side of Clayton.   Courtesy of Fire Chief Justin Drumm.  #nmwx https://t.co/kkOfCHismX,,FALSE,FALSE,0,,,,,,,,,,,0,
9.98E+17,1526739227,NWS Albuquerque,A few strong to severe storms possible late this afternoon and evening over northeast New Mexico. Large hail and damaging winds are the greatest threats. #nmwx https://t.co/s32rCst757,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.02E+18,1533005348,NWS Albuquerque,RT @ByronKOAT: Better than quarter size in @abqnobhill #Hailstorm #Hailhttps://t.co/iFWf6Dapus#ABQ #NewMexico #NMwx #SevereWeather http…,Better than quarter size in @abqnobhill #Hailstorm #Hailhttps://t.co/iFWf6Dapus#ABQ #NewMexico #NMwx #SevereWeather https://t.co/MOG6m3jJHV,TRUE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1529168751,NWS Albuquerque,"KFDX - Composite Reflectivity 10:53 AM MDT - Storms moving into Roswell by noon with up to 0.75” of rain, small hail, gusts up to 45 mph.  #nmwx #hurricanebud https://t.co/KwRRcEEuJe",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1533168732,NWS Albuquerque,"@montoya_susan There is a good chance you may see some thunderstorms in Sandia Park within the next hour or two. Gusty winds, hail and heavy rain possible.",,FALSE,FALSE,1,1,1,possible,,,,,good chance,,,3,3
1.02E+18,1532023506,NWS Albuquerque,Latest HRRR (High-Resolution Rapid Refresh) model depicts the best chances for storm coverage this afternoon/evening will be over the higher terrain and possibly the northeast plains of #NM. Be alert to thunderstorm hazards if you plan to be outdoors today. #nmwx https://t.co/wx8YtMwkiw,,FALSE,FALSE,1,1,1,best chance,,,,,,,,1,1
1.03E+18,1533684516,NWS Albuquerque,Storms continue to develop over the higher terrain. A severe storm capable of producing large hail is moving into NM west of Raton. #nmwx https://t.co/xZXjxAYozs,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532554442,NWS Albuquerque,"Threat for strong to severe storms will continue across northeast #NM through late afternoon. Meanwhile, locally heavy rainfall is possible from any storm across northern and central NM. This may result in spotty flash flooding. #nmwx #TurnAroundDontDrown https://t.co/nKdJ7hSn8P",,FALSE,FALSE,1,1,1,threat,possible,may,,,,,,1,1
1.03E+18,1534594118,NWS Albuquerque,"Strong to severe thunderstorms are expected over eastern, and especially northeast NM this afternoon and evening. Main hazards will include damaging winds, large hail, and frequent lightning. #NMwx https://t.co/Ndie0A7CZN",,FALSE,FALSE,1,1,1,expected,,,,,,,,1,1
9.99E+17,1527123858,NWS Albuquerque,Storms starting to weaken and push toward the TX border. A few strong storms remain near the TX border producing large hail and strong winds. #nmwx https://t.co/4grA6N3J7u,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.02E+18,1532556960,NWS Albuquerque,"Northeast NM will be the favored location for showers and thunderstorms again tonight. A few storms may have hail, damaging winds, and heavy rain. Stay alert this evening! #nmwx https://t.co/NCNj1ofM6r",,FALSE,FALSE,1,1,1,may,,,,,,,,1,1
1.00E+18,1528329100,NWS Albuquerque,"Hot temperatures remain Thursday and Friday, with some isolated thunderstorm activity possible across southeast NM. #nmwx https://t.co/OTpw6EEsbl",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.03E+18,1533858408,NWS Albuquerque,Folks that live in #Edgewood #SandiaPark #Sedillo...if you're getting hail...how big? Please post a pic :) Thanks! #Albuquerque #nmwx,,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1533081648,NWS Albuquerque,"Severe thunderstorms are tracking southward across northern NM. At least quarter size hail is likely with these storms, but larger hail is possible! #nmwx https://t.co/skzmSzF4NQ",,FALSE,FALSE,1,1,1,likely,possible,,,,,,,1,1
1.02E+18,1530991878,NWS Albuquerque,Heavy rain and small hail on I-40 east of Clines Corners! #nmwx,,FALSE,FALSE,0,,,,,,,,,,,0,
9.66E+17,1519076942,NWS Albuquerque,Showers continue with a few stronger ones producing small hail/graupel. #nmwx https://t.co/SF5wx3iFYX,NA,FALSE,FALSE,1,0,,,,,,,,,,0,
1.00E+18,1527590214,NWS Albuquerque,Severe weather may return to far northeast NM Wednesday aftn/eve. Hail and damaging winds are the main threats. #nmwx https://t.co/E3XBwBhQHG,,FALSE,FALSE,1,1,1,may,,,,,,,,1,1
1.01E+18,1529578740,NWS Albuquerque,"A long-lived supercell tracked across Union County overnight, likely dropping tennis ball size hail or larger. Did you see it? Got damage? Let us know! #nmwx https://t.co/s9ci3yMbLw",,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1533771146,NWS Albuquerque,"530pm: Strongest storms are impacting northeastern NM with large hail, very heavy rainfall, lots of lightning, and strong winds. Activity is moving southward #nmwx https://t.co/RNfmmXXJR7",,FALSE,FALSE,1,0,,,,,,,,,,0,
9.99E+17,1527037573,NWS Albuquerque,"Storms continue along the east slopes of the Sangre's, and western Chaves County. Storms still could become severe producing large hail. #nmwx https://t.co/77e4KbXDtr",,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
1.04E+18,1537911425,NWS Albuquerque,"3:30 p.m. Radar Update: Scattered showers and storms will continue to impact areas from the Upper Gila to #ABQ Metro to Sangre de Cristo Mtns through late afternoon. Cloud-to-ground lightning, gusty winds and small hail are possible. #nmwx https://t.co/osAZ2CcyqM",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.87E+17,1524079025,NWS Albuquerque,"Not just a threat for damaging hail and wind Thursday into Friday for parts of the area, but all thunderstorms prod… https://t.co/EY77Yc9J9C",NA,FALSE,FALSE,1,1,1,threat,,,,,,,,1,1
1.02E+18,1531098698,NWS Albuquerque,@SantaFeMichael Geez. Sorry to hear that. How big was the hail?,,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1531343230,NWS Albuquerque,3:06 PM:  Hail up to penny size and very heavy rain to impact I-40 at Sedillo Hill extending east to Edgewood!   #NMwx #nmroads https://t.co/vwrHEA8VL3,,FALSE,FALSE,1,0,,,,,,,,,,0,
1.01E+18,1529170078,NWS Albuquerque,"KFDX - Composite Reflectivity 11:14 AM MDT. Developing storms targeting Tucumcari area &amp; I-40. Potential for up to 3/4” of rain, 1/2” hail, &amp; gusts up to 50 mph.  Marginal risk of severe storms this afternoon. #nmwx #hurricanebud https://t.co/69JXUECYMF",,FALSE,FALSE,1,1,1,potential,,,,,,,,1,1
1.05E+18,1538748068,NWS Albuquerque,A few thunderstorms could turn severe across southeast areas this afternoon and tonight. Large hail and damaging winds will be the main threats. #nmwx https://t.co/Ifqe7VerBv,,FALSE,FALSE,1,1,1,could,,,,,,,,1,1
9.87E+17,1524257498,NWS Albuquerque,RT @NWS: Hail forms when thunderstorm updrafts carry raindrops upward into extremely cold areas of the atmosphere. https://t.co/8wtUqdJWny…,NA,TRUE,FALSE,0,,,,,,,,,,,0,
1.05E+18,1538692874,NWS Albuquerque,Another comfortably cool early October night. A stray shower or thunderstorm in the southeast. #nmwx https://t.co/spARQ1qrTi,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.74E+17,1521124680,NWS Albuquerque,ICYMI- it's not too early to start talking severe weather! Our first storm spotter talk of the year is scheduled fo… https://t.co/IAhs5IgUtd,NA,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1534207633,NWS Albuquerque,Several storms moving south through Rio Rancho and Bernalillo. Will be in #ABQ during the next 5 minutes or so. Expect heavy rain along w/ small hail. Arroyos will be flowing so #TurnAroundDontDrown #nmwx https://t.co/dewhgZZR6E,,FALSE,FALSE,1,0,,,,,,,,,,0,
9.99E+17,1527108606,NWS Albuquerque,"Strong storms developing over eastern NM, producing large hail. #nmwx https://t.co/Wnu16Xqsih",,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528929762,NWS Albuquerque,@vanessajeanne Wow look at the hail. What is the size of the largest stones? It's hard to tell in the pic.,,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1534718911,NWS Albuquerque,"Aviso de Tornado incluye Trementina NM, Trujillo NM hasta las 5:15 PM MDT https://t.co/z5acY9yNhx",,FALSE,FALSE,1,0,,,,,,,,,,0,
1.03E+18,1533849359,NWS Albuquerque,"A total of 23 tornadoes have been reported in Colfax County since 1950, including one on May 10, 2017 just east of Sugarite State Park.  Today's reported tornado near Eagle Nest *may* be the first documented one in Moreno Valley in several decades. #nmwx",,FALSE,FALSE,0,,,,,,,,,,,0,
1.04E+18,1535801400,NWS Albuquerque,Widespread rainfall is expected today. Here's a look at average rainfall amounts around the area -  though one thunderstorm may produce higher amounts locally. #nmwx https://t.co/UMA2SVXkKn,,FALSE,FALSE,1,1,1,expected,may,,,,,,,1,1
1.05E+18,1538913720,NWS Albuquerque,"@cristinalcherry We may see a shower or thunderstorm this afternoon, but severe weather is not likely.",,FALSE,FALSE,1,1,1,may,unlikely,,,,,,,1,1
1.03E+18,1534972797,NWS Albuquerque,"Through 5:30 p.m. MDT: Scattered showers and storms will impact western, central and northern #NM. Some storms may be strong and capable of frequent lightning, hail, gusty winds and heavy rainfall. Be weather aware and seek shelter if you're in the path of a storm! #nmwx https://t.co/LpRQBcyw3v",,FALSE,FALSE,1,1,1,may,,,,,,,,1,1
9.99E+17,1527107630,NWS Albuquerque,RT @HailNOCO: I would call that a tornado on @rehill57 and Roger Hill’s livestream!   Nicely done!!! #NMwx https://t.co/aJkz0otNOO,I would call that a tornado on @rehill57 and Roger Hill’s livestream!   Nicely done!!! #NMwx https://t.co/aJkz0otNOO,TRUE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532447425,NWS Albuquerque,The variability of thunderstorm rainfall in #NM doesn't get much more impressive.  24-hour reports from #SantaFe where two miles or less made the difference between 'that was a nice downpour' and 'haven't experienced such intense rainfall in 20+ years.'  #nmwx https://t.co/tM9QtQj1cF,,FALSE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1533013549,NWS Albuquerque,RT @NM_CoCoRaHS: Looks like the Albuquerque metro area was our hotspot for NM #CoCoRaHS hail reports today. We really appreciate those repo…,Looks like the Albuquerque metro area was our hotspot for NM #CoCoRaHS hail reports today. We really appreciate those reports! #nmwx https://t.co/Br3wR5HaTW,TRUE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1532913753,NWS Albuquerque,"Storms are finally moving into NE NM. Heavy rain, small hail and gusty winds possible. #nmwx https://t.co/XXDa6qzZq2",,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
1.03E+18,1534114720,NWS Albuquerque,"RT @weedreimer: Quick spurt of pea size hail in Red River, NM. @NWSAlbuquerque #NMwx #monsoonseason https://t.co/7eEQjkyQTN","Quick spurt of pea size hail in Red River, NM. @NWSAlbuquerque #NMwx #monsoonseason https://t.co/7eEQjkyQTN",TRUE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1531506396,NWS Albuquerque,12:22 PM MDT Strong storms with heavy rain and hail moving across NM-4 #nmwx https://t.co/8POZbtfj7u,,FALSE,FALSE,0,,,,,,,,,,,0,
1.01E+18,1528510970,NWS Albuquerque,Storms across northeast NM continue to progress SE into Texas at this hour. Strong gusty winds with nickel size hail near Logan and Tucumcari. #nmwx https://t.co/ImBfOQIoqS,,FALSE,FALSE,0,,,,,,,,,,,0,
1.03E+18,1534642117,NWS Albuquerque,Strong storms producing 55 mph wind gusts and up to nickel size hail rolling southeast into the east central plains of #NM this evening #nmwx https://t.co/Bc8tiaFtj4,,FALSE,FALSE,0,,,,,,,,,,,0,
1.00E+18,1528066052,NWS Albuquerque,RT @mikeumsc: Panoramic of well-structured severe storm near Willard New Mexico at 440pm MDT. #nmwx https://t.co/apZ3y2zTMf,Panoramic of well-structured severe storm near Willard New Mexico at 440pm MDT. #nmwx https://t.co/apZ3y2zTMf,TRUE,FALSE,0,,,,,,,,,,,0,
1.04E+18,1536528801,NWS Albuquerque,Storms have expanded across much of northern and central NM. Severe weather remains possible across the NE through the evening. #nmwx https://t.co/Vt6H8ciAE2,,FALSE,FALSE,1,1,1,possible,,,,,,,,1,1
9.99E+17,1526939745,NWS Albuquerque,"RT @enchanted_wx: Nob Hill, #Albuquerque #NM this afternoon. #greenage #hail #severewx #wxsisters #nmwx @NWSAlbuquerque @StormHour https://…","Nob Hill, #Albuquerque #NM this afternoon. #greenage #hail #severewx #wxsisters #nmwx @NWSAlbuquerque @StormHour https://t.co/BchfSQlIVH",TRUE,FALSE,0,,,,,,,,,,,0,
1.02E+18,1533013167,NWS Albuquerque,@jolinegkg @CP4NM That's about to change with a thunderstorm headed south through the east mountains now. #NMwx,,FALSE,FALSE,1,0,,,,,,,,,,0,
