long_torhit_time,long_torhit_resp,long_torhit_nothing,long_torhit_monitor,long_torhit_prepare,long_torhit_shelter,long_torhit_nonshelter,long_torhit_conshelter,long_torhit_leave,long_torhit_leave_shelter,long_torhit_leave_avoid,long_torhit_not_sure,long_torhit_other
8,I would probably leave work,,,,,,,1,,,,
8,stay at home,,,,1,,,,,,,
4,Monitor,,1,,,,,,,,,
4,Keep in formed relative to the possibility.,,1,,,,,,,,,
4,,,,,,,,,,,,1
4,monitor the situation,,1,,,,,,,,,
4,Tape windows and try to secure the area from possible debris,,,1,,,,,,,,
8,make sure we have supplys and water,,,1,,,,,,,,
8,Get in touch with relatives and friends. Be sure to keep following updates and find out the best way to seek protection,,1,1,,,,,,,,
8,nothing immediately; try to find out more info;  ask others in my building for advice,,1,,,,,,,,,
8,Nothinbg,1,,,,,,,,,,
4,keep the tv and radio on and handy,,1,,,,,,,,,
8,not sure,,,,,,,,,,1,
8,Can't be confident that a tornado is going to hit in an 8-hour window.,1,,,,,,,,,,
8,monitor all the time,,1,,,,,,,,,
8,Monitor the national weather channel and be prepared to go into the cellar.,,1,,,,,,,,,
8,wait ,1,,,,,,,,,,
4,Drive away from the tornado to shelter.,,,,,,,,1,,,
4,I would monitor the situation closely and be prepared to head to the basement at a seconds notice but I wouldn't spend the next 4 hours sitting in my basement.,,1,1,,,,,,,,
8,watch the weather for a warning,,1,,,,,,,,,
4,find a shelter,,,1,,,,,,,,
8,nothing,1,,,,,,,,,,
4,monitor,,1,,,,,,,,,
8,"Watch the sky, turn on weather channel and weather radio, take valuables and medicine down the basement.",,1,1,,,,,,,,
4,get in the cellar,,,,,1,,,,,,
8,prepare safe room ,,,1,,,,,,,,
4,be alert,,1,,,,,,,,,
4,Listen to all the warnings and track the weather and prepare for the worse,,1,1,,,,,,,,
8,keep monitoring the news,,1,,,,,,,,,
4,nothing; usually nothing comes of all those warnings,1,,,,,,,,,,
8,I would look up what to do and plan and do it,,,1,,,,,,,,
8,shelter in,,,,1,,,,,,,
4,"not sure, perhaps find a safer place than my apartment, which is on the second floor",,,,1,,,,,,,
8,monitor weather,,1,,,,,,,,,
4,Stay vigilant,,1,,,,,,,,,
8,monitor it.,,1,,,,,,,,,
4,watch the sky for problems,,1,,,,,,,,,
4,seek safe space,,,,1,,,,,,,
4,drive toi safe shelter,,,,,,,,1,,,
4,monitor situation,,1,,,,,,,,,
8,nothing,1,,,,,,,,,,
8,keep aware,,1,,,,,,,,,
8,l+leave for a safer place,,,,,,,1,,,,
4,continue daily activity and monitor,,1,,,,,,,,,
8,keep an eye on weather reports,,1,,,,,,,,,
4,Monitor the situation to get a more exact time. Be prepared to seek shelter if needed.,,1,1,,,,,,,,
8,I would plan to take shelter in my basement and would have a cellphone and portable radio with  me.,,,1,,,,,,,,
8,monitor the situation,,1,,,,,,,,,
8,Move out of the area of danger (with my cat),,,1,,,,,,1,,
8,Consult radio or internet for instructions,,1,,,,,,,,,
4,Go to an enclosed closet with no windows,,,,,1,,,,,,
4,drive to shelter,,,,,,,,1,,,
4,Head home to be there for the time.,,,,1,,,,,,,
8,same as previous,,,,,,,,,,,1
4,,,,,,,,,,,,1
8,watch tv set alert on phone,,1,1,,,,,,,,
8,Evacuate the area,,,,,,,,,1,,
4,be ready to move to safe room,,,1,,,,,,,,
8,Find a safe place in my home,,,,,1,,,,,,
4,same as last answer,,1,1,1,,,,,,,
8,that gives me enough time to get to a shelter that takes pets,,,,,,,,1,,,
8,"continue monitoring the situation, and perhaps look into changing my driving for that day",,1,1,,,,,,,,
4,Seek shelter in my basement.,,,,,1,,,,,,
4,monitor the radar,,1,,,,,,,,,
4,find protection,,,1,,,,,,,,
4,Go somewhere else,,,,,,,1,,,,
4,maybe drive out of the zone? or prepare to shelter in place,,,,,,,,,1,,
4,take cover in basement,,,,,1,,,,,,
8,go to a shelter after getting supplies together and call my family and friends,,,1,,,,,1,,,
4,LISTEN FOR UPDATES AND TAKE ACTION AS NEEDED,,1,,,,,,,,,
8,Monitor weather reports,,1,,,,,,,,,
4,"Head for the basement with my cat, set up next to a concrete wall with whatever i can grab to make a lean-to barrier for falling debris; if possible go prepared with a bottle of water, some aspirin, a whistle, and toilet paper",,,1,,,,,,,,
8,leave the area,,,,,,,,,1,,
8,Prepare but monitor the storm and the warnings,,1,1,,,,,,,,
4,I would not leave my refuge and I would stay safe,,,,1,,,,,,,
8,there are no places to go to get away from a tornado in Los Angeles,1,,,,,,,,,,
4,get out of that location before the 4 hours are up,,,,,,,,,1,,
4,"I would probably still go to work, but at work we would probably all go down into the basement if we knew a tornado was close.",,,1,,,,,,,,
8,make sure I have supplies... food..gas,,,1,,,,,,,,
8,nothing,1,,,,,,,,,,
8,Go shopping for supplies (food),,,1,,,,,,,,
4,leave the area,,,,,,,,,1,,
4,"If it was within 4 hours, i would monitor the situation and as soon as the signs or warnings were posted, I would seek shelter (at my office) in the lower level of the building near the center of the building away from all windows, crouch and cover my hea",,1,,,,,,,,,
8,I would continue to watch the news and stay updated on the tornado's loacation,,1,,,,,,,,,
4,seek shelter away from my house,,,,,,,,1,,,
8,monitor it's activity,,1,,,,,,,,,
4,depends,1,,,,,,,,,,
8,n/a,,,,,,,,,,,1
4,prepare to get to the basement,,,1,,,,,,,,
8,this could matter,,,,,,,,,,,1
8,take action,,,1,,,,,,,,
8,Monitor the weather throughout the day both on radio and television.,,1,,,,,,,,,
4,Continue to monitor weather report.,,1,,,,,,,,,
8,very good and likely,,,,,,,,,,,1
8,Monitor the situation,,1,,,,,,,,,
4,go to bed,1,,,,,,,,,,
4,driving home for shelter,,,,1,,,,,,,
4,continue to monitor the watch,,1,,,,,,,,,
4,"Keep an eye on the weather, listen to the emergency broadcasts, stay in the house - most likely in the basement",,1,,,,,,,,,
4,Try to find out more information about it. Make the decision to go to a shelter.,,1,,,,,,,,,
8,wait for 7 1/2 hours with a bottle of rum and then panic,1,,,,,,,,,,
4,Monitor situation.  Make plans if tornado becomes more imminent.  ,,1,,,,,,,,,
8,Go to shelter,,,,1,,,,,,,
4,I would monitor the radar and keep an eye on any storms that appear to be heading in my direction.,,1,,,,,,,,,
8,I hurry to my home and shelter my family and take out all the essential material,,,1,1,,,,,,,
4,find shelter,,,1,,,,,,,,
8,stay inside and do not travel,,,,1,,,,,,,
4,monitor reports,,1,,,,,,,,,
8,monitor news,,1,,,,,,,,,
8,monitor the warning,,1,,,,,,,,,
8,leave the area,,,,,,,,,1,,
4,"prep basement with water, food, candles, flashlights, radio, can opener, blankets and  first aid kit to basment",,,1,,,,,,,,
4,go about my activities but monitor the situation closely,,1,,,,,,,,,
8,move,,,,,,,1,,,,
4,monitor,,1,,,,,,,,,
4,go to the basement of my house,,,,,1,,,,,,
8,nothing,1,,,,,,,,,,
4,"
take refuge",,,,1,,,,,,,
8,nothing,1,,,,,,,,,,
4,very good,,,,,,,,,,,1
4,I would seek refuge,,,,1,,,,,,,
4,head to higher ground,,,,,,,1,,,,
8,"Monitor the situation carefully, comes closer seek shelter",,1,,,,,,,,,
4,Sit tight,,,,1,,,,,,,
4,good,,,,,,,,,,,1
4,I take the important personal purposes of the typhoon may go on and go to a safe place,,,1,,,,,,,,
4,basement,,,,,1,,,,,,
8,i would gather up more information on what i need to do in order to get protected and prepare for it,,1,1,,,,,,,,
4,evacuate,,,,,,,1,,,,
4,flee as fast ,,,,,,,1,,,,
8,get away,,,,,,,1,,,,
8,Monitor the tornado,,1,,,,,,,,,
8,monitor the situation,,1,,,,,,,,,
4,take cover,,,,1,,,,,,,
4,not much,1,,,,,,,,,,
4,seach for a safe place,,,1,,,,,,,,
4,find the safest location in my residence,,,,,1,,,,,,
8,nothing really,1,,,,,,,,,,
4,make preparations to move to a protected building,,,1,,,,,,,,
4,find where the nearest tornado shelters are and head there.,,,1,,,,,1,,,
8,drive to a safer place,,,,,,,1,,,,
4,run to refuge,,,,,,,,1,,,
8,"Go to the store to stock up on food, water, and batteries.  I would buy a battery operated radio.  I would fully charge all of my devices and the back up battery for my cell phone.  I could also try to get out of the area completely.",,,1,,,,,,,,
4,"listen to the weather station and if it happens and gets very close, go to the basement",,1,,,,,,,,,
8,nothing,1,,,,,,,,,,
8,get in the car and go to another area so I would miss it,,,,,,,,,1,,
4,move to a nearby location that offer safe shelter,,,,,,,,1,,,
4,to take precautions,,,1,,,,,,,,
4,prepare basement better to hunker down when the tornado gets here ,,,1,,,,,,,,
8,Go about my normal things but listen to the radio and/or TV for updates,,1,,,,,,,,,
4,Move to a safer location.,,,,,,,1,,,,
8,run to refuge,,,,,,,1,,,,
4,Stay sheltered,,,,1,,,,,,,
4,"In this situation, I would not seek immediate shelter, but I would keep the news station on and keep apprised of the weather situation.",,1,,,,,,,,,
8,"watch the weather and track it, if I think it is near, jump in the tub and cover with a mattress",,1,,,,,,,,,
8,pray and go to the bathroom tub,,,,,1,,,,,,
8,Seek shelter.,,,,1,,,,,,,
8,ads,,,,,,,,,,,1
8,Go to the safest shelter in my county,,,,,,,,1,,,
4,none,1,,,,,,,,,,
8,"I am looking for a safe place outside the home, as I would have a long time after the alert",,,1,,,,,,,,
4,GOOD,,,,,,,,,,,1
8,"Prepare my home and warn the rest of family, take my children early to home",,,1,,,,,,,,
8,read book,1,,,,,,,,,,
4,I would be heading to work or at work. I always have a weather radio that has alerts and would monitor the situation and take appropriate action if one develops. ,,1,,,,,,,,,
8,Same,,,1,,1,,,,,,
8,"
I look for my family and I go to the safest part of the house",,,1,,,,,,,,
4,get things ready to bring down to the basement,,,1,,,,,,,,
8,i do not know,,,,,,,,,,1,
8,Monitor the situation.  Take action if the weather looks threatening.,,1,,,,,,,,,
8,go to the nearest shelter such as a public school or a armory,,,,,,,,1,,,
4,take a container of soda and have it near me at all times,,,1,,,,,,,,
8,find shelter,,,1,,,,,,,,
4,Just monitor the situation,,1,,,,,,,,,
8,I would monitor the situation & take appropriate measures if a warning is issued,,1,,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
8,consult the National Weather Service and local news channel,,1,,,,,,,,,
8,take care of animals,,,1,,,,,,,,
8,I would research the best place to go for tornado protection in my area and then I would head there as soon as I locked up my house and bolted down what I could.,,,1,,,,,1,,,
4,leave,,,,,,,1,,,,
4,move,,,,,,,1,,,,
8,take shelter in my basement,,,,,1,,,,,,
8,Start putting away loose objects outside and making sure that everyone will be home in good time.,,,1,,,,,,,,
8,,,,,,,,,,,,1
4,Prepare or go to a friends who has a basement in their house,,,1,,,,,1,,,
8,,,,,,,,,,,,1
4,flee as fast ,,,,,,,1,,,,
4,go to wherever local authorities deem appropriate,,,,,,,1,,,,
4,I have to go in the Shelter ,,,,,,,,1,,,
4,get stuff ready for the basement,,,1,,,,,,,,
4,monitor more closely,,1,,,,,,,,,
4,Either drive far away or seek a storm shelter if one existed,,,,,,,1,,,,
8,There are plenty of time for taking precautions.,,,1,,,,,,,,
4,wait it out,,,,1,,,,,,,
8,flee as fast ,,,,,,,1,,,,
8,very good,,,,,,,,,,,1
8,stay aware of the weather,,1,,,,,,,,,
4,monitor the weather channel,,1,,,,,,,,,
8,find the best shelter and notify every one concered,,,1,,,,,,,,
8,Save me,,,,,,,,,,,1
4,good,,,,,,,,,,,1
4,very god,,,,,,,,,,,1
4,i'd be asleep,1,,,,,,,,,,
8,head for shelter,,,,,,,,1,,,
4,run,,,,,,,1,,,,
4,plan my day so i'd be able to take cover where i am supposed to be at that time.,,,1,,,,,,,,
8,Gather my animals and retreat to basement away from windows,,,1,,,,,,,,
4,"monitor the situation, take action if necessary",,1,,,,,,,,,
4,go to basement and stand in a door way frame,,,,,1,,,,,,
4,be prepared as the time nears,,,1,,,,,,,,
8,nothing,1,,,,,,,,,,
8,Monitor the weather for tornado warning updates,,1,,,,,,,,,
4,I would prepare my house to be safe in the little time we have left before it arrives,,,1,,,,,,,,
4,I'd most likely be at work,1,,,,,,,,,,
4,Get to the nearest shelter,,,,,,,,1,,,
8,Watch the sky.  Listen to the radio.,,1,,,,,,,,,
8,Take food to the basement and water.,,,1,,,,,,,,
8,move out,,,,,,,1,,,,
4,keep monitoring the situation,,1,,,,,,,,,
8,the same,,,,,1,,,,,,
4,put my children in the safest place possible,,,1,,,,,,,,
4,watch tv,,1,,,,,,,,,
4,WATCH THE WEATHER CLOSELY,,1,,,,,,,,,
8,not sure but would research,,,1,,,,,,,,
4,leave area,,,,,,,,,1,,
4,"Monitor the situation.  If it gets closer and same warning, would take action.",,1,,,,,,,,,
4,Listen to all updated broadcasts on TV and radio. ,,1,,,,,,,,,
8,I would just monitor the weather via my smartphone,,1,,,,,,,,,
4,very good,,,,,,,,,,,1
8,"prep area in basement with water, food, flashlight, extra batteries. clean outside area removing all loose items -trash barrels, deck furniture, grill, etc. have safe space in basement created ",,,1,,,,,,,,
4,monitor the local radar for updates,,1,,,,,,,,,
8,do nothing,1,,,,,,,,,,
4,"go to stay under my house in the crawl space, take my phone and pray",,,1,,1,,,,,,
4,secure,,,1,,,,,,,,
8,Leave the area,,,,,,,,,1,,
4,Alert family.  Collect important papers and items.  go to most secure pllace in basement.,,,1,,,,,,,,
4,monitor on local news,,1,,,,,,,,,
4,Plan to be in a sheltered area; avoid being exposed or on the roads. ,,,1,,,,,,,,
8,keep track of warnings,,1,,,,,,,,,
4,leave the area ,,,,,,,,,1,,
8,I would monitor the situation but stay at home so I could be prepared to move to the safest part of the house,,1,1,,,,,,,,
8,I have enough time to get as far away as possible,,,,,,,1,,,,
8,good,,,,,,,,,,,1
4,pray,1,,,,,,,,,,
4,,,,,,,,,,,,1
8,monitor and prepare to take action,,1,,,,,,,,,
8,trhsjhtrku,,,,,,,,,,,1
8,normal routine,1,,,,,,,,,,
8,leave,,,,,,,1,,,,
4,dsadasdas,,,,,,,,,,,1
4,Continue to monitor weather and listen for any warnings noting that a tornado has been spotted,,1,,,,,,,,,
4,prepare the receipt,,,1,,,,,,,,
8,nothing,1,,,,,,,,,,
8,"I would monitor the storm. I would also have clothes, food, sentimental items, etc... packed and ready to go if the storm does look like it's going to produce a tornado in my area. ",,1,1,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
4,,,,,,,,,,,,1
8,monitor the situation,,1,,,,,,,,,
8,watch the news and radar,,1,,,,,,,,,
4,pull in loose objects.  prepare to shelter,,,1,,,,,,,,
8,mnitor,,1,,,,,,,,,
4,seek shelter in the most sound part of my house,,,,,1,,,,,,
4,run to refuge,,,,,,,,1,,,
8,like,,,,,,,,,,,1
4,attempt to leave the warning area,,,,,,,,,1,,
8,mjhgfds,,,,,,,,,,,1
4,"I would do the same as the previous scenario, we are in a near zero tornado area and the only real safety place is under our desk",,,,,1,,,,,,
8,Get ready to potentially leave the area.,,,1,,,,,,,,
4,Secure or take in items from outside my structure. Make sure my car would be secure . Perhaps go to a relative's  whose structure is better suited for our safety.,,,1,,,,,1,,,
8,take security measures,,,1,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
8,shelter,,,,1,,,,,,,
8,keep an eye on the situation,,1,,,,,,,,,
8,leave the area,,,,,,,1,,,,
8,monitor the situatiion,,1,,,,,,,,,
8,Take family and pet(s) and leave the area.,,,1,,,,,,1,,
8,i will leave my home to the building more safety ,,,,,,,,1,,,
8,prepare for it with flashlights etc and monitor the radio for updates,,1,1,,,,,,,,
8,none,1,,,,,,,,,,
4,Same as anytime of the day I am awake,1,,,,,,,,,,
8,monitor the weather forecast and keep a close eye the weather make sure i am prepared ,,1,1,,,,,,,,
8,its the future,,,,,,,,,,,1
4,kellkop,,,,,,,,,,,1
8,not sure,,,,,,,,,,1,
8,"Since I'm practically downtown, with tall buildings likely to break up such a storm, not much.",1,,,,,,,,,,
4,possibli,,,,,,,,,,,1
4,"I would be at work, so I would use the internet and the radio to monitor the situation.",,1,,,,,,,,,
4,take precautions,,,1,,,,,,,,
8,Monitor the news and radar,,1,,,,,,,,,
4,MONITOR THE SITUATION ,,1,,,,,,,,,
8,im not home ,1,,,,,,,,,,
4,pack and get out of town,,,1,,,,1,,,,
8,collect valuables and evacuate the area,,,1,,,,,,1,,
4,keep alert,,1,,,,,,,,,
8,Seek safety and follow instructions from the weather service.,,1,,1,,,,,,,
4,Go to the bathroom,,,,,1,,,,,,
8,runner,,,,,,,,,,,1
4,we might check out what safe locations exist close to where we live,,,1,,,,,,,,
8,Keep close track of the weather and watch the radar,,1,,,,,,,,,
4,seek shelter,,,,1,,,,,,,
4,Look for it,,1,,,,,,,,,
8,Bring in loose items from yard.  Stay home.,,,1,1,,,,,,,
4,Evacuate the area,,,,,,,,,1,,
8,Monitor the situation,,1,,,,,,,,,
8,take shelter,,,,1,,,,,,,
4,would leave the area that affects the tornado,,,,,,,,,1,,
4,none,1,,,,,,,,,,
4,Take shelter in the most protected space of the building that I am already in,,,,1,,,,,,,
4,I don't know,,,,,,,,,,1,
8,monitor the weather reports and updates,,1,,,,,,,,,
4,,,,,,,,,,,,1
4,Keep a radio or TV on and monitor for updates.,,1,,,,,,,,,
8,monitor weather,,1,,,,,,,,,
4,none,1,,,,,,,,,,
8,Monitor the weather and media,,1,,,,,,,,,
8,go to basement,,,,,1,,,,,,
4,Check the weather,,1,,,,,,,,,
4,Watch the news for updates,,1,,,,,,,,,
8,move from location,,,,,,,1,,,,
4,keep radio on ,,1,,,,,,,,,
4,Probably nothing until I actually see or hear the storm coming.,,1,,,,,,,,,
4,go home,,,,1,,,,,,,
4,Listen for further instructions,,1,,,,,,,,,
8,GOOD,,,,,,,,,,,1
8,"prepare my home, get my children early to home",,,1,,,,,,,,
8,Get out of the area,,,,,,,,,1,,
4,Stay at home,,,,1,,,,,,,
8,not sure,,,,,,,,,,1,
4,Get prepared and go over a drill,,,1,,,,,,,,
8,Seek shelter in the safest part of my office,,,,1,,,,,,,
8," Gather family, get emergency items, retrieve important paperwork, notify other family with information on where we are going, monitor weather updates",,1,1,,,,,,,,
4,monitor the situation,,1,,,,,,,,,
4,Determine where the nearest shelter is.  But continue to monitor the situation.,,1,1,,,,,,,,
4,"Go to basement, with cell, flashlight, and radio.",,,1,,1,,,,,,
8,Stay home and monitor the situation.  Prepare to take shelter.,,1,1,,,,,,,,
4,idk,,,,,,,,,,1,
8,nothing immediately,1,,,,,,,,,,
4,find a safe place,,,1,,,,,,,,
8,I would try to not be in that area.,,,,,,,,,1,,
8,Continue my normal day.,1,,,,,,,,,,
4,go about same routine,1,,,,,,,,,,
8,Stay where I am at work.,1,,,,,,,,,,
4,Move to tornado shelter location at work,,,,1,,,,,,,
4,Stay in the lower level of my house as much as possible.  Preferably in the SW corner,,,,,1,,,,,,
4,Monitor the situation,,1,,,,,,,,,
4,go to basement,,,,,1,,,,,,
8,monitor weather news,,1,,,,,,,,,
8,Moniter local TV weather,,1,,,,,,,,,
4,Remain aware,,1,,,,,,,,,
4,monitor the situation and be prepared to move to shelter,,1,1,,,,,,,,
4,I would seek shelter in the best possible place available,,,,1,,,,,,,
8,monitor the weather radar and reports,,1,,,,,,,,,
8,seek shelter,,,,1,,,,,,,
4,monitor the situation,,1,,,,,,,,,
8,stay home and listen to news,,1,,,,,,,,,
8,wait for mor info,,1,,,,,,,,,
4,Stand inside near a brick wall,,,,1,,,,,,,
8,start a plan of action,,,1,,,,,,,,
4,its the future,,,,,,,,,,,1
4,"Monitor the situation,",,1,,,,,,,,,
4,"nothign, i would watch the radar",,1,,,,,,,,,
8,"Monitor situation closely. make sure flashlight, radio & water available.",,1,1,,,,,,,,
4,I would stay at home and take cover in the basement,,,,,1,,,,,,
4,take  cover,,,,1,,,,,,,
8,Go down into the cellar of my home,,,,,1,,,,,,
8,Continue to be vigilant and not leave my residence.,,1,,1,,,,,,,
4,Monitor the weather,,1,,,,,,,,,
4,stay in,,,,1,,,,,,,
8,take cover at city hall across the street from where I would holding Court,,,,,,,,1,,,
8,Monitor the situation but not take immediate action yet,,1,,,,,,,,,
8,plan accordingly,,,1,,,,,,,,
8,monitor the situation,,1,,,,,,,,,
8,would leave the house and move to a safe place,,,,,,,,1,,,
8,I would go about my business and watch the weather reports,,1,,,,,,,,,
4,stay in my car away from buildings and flying debris,,,,1,,,,,,,
8,dead,,,,,,,,,,,1
4,stay home,,,,1,,,,,,,
8,Keep an eye on the news so that I could follow the progression of the tornado,,1,,,,,,,,,
4,"stay, monitor and be ready to take shelter",,1,1,,,,,,,,
4,Go into the stairwell of the office building with as many of my coworkers as I can get to follow me.,,,1,,1,,,,,,
4,Go home and get my family and take them to the nearest safe location,,,1,,,,,1,,,
8,take action,,,1,,,,,,,,
8,I would go to the designated area at work.,,,,1,,,,,,,
4,Not sure ,,,,,,,,,,1,
4,,,,,,,,,,,,1
4,find a shelter,,,1,,,,,,,,
4,watch news for area,,1,,,,,,,,,
4,Monitor the situation to see if an actual warning is issued.,,1,,,,,,,,,
4,ge on alert,,1,,,,,,,,,
4,go to basement,,,,,1,,,,,,
4,just stay at work it's very secure no windows and all concrete ,,,1,,,,,,,,
4,I would look for help,,,1,,,,,,,,
4,"Make sure I have my cat's carrier ready, in case we do need to move to the ""safe"" area in the basement of our apartment building. I'd continuously be sure to watch the weather on tv and alerts on my phone to follow the situation",,1,1,,,,,,,,
8,GO to the shelter at work,,,,1,,,,,,,
4,Stay in place and prepare as much as possible,,,1,,,,,,,,
4,make sure everything out side was tied down dog were in house and i call to be sure everyone new about it and were safe at work,,,1,,,,,,,,
4,Fill up fresh water and prepare food ,,,1,,,,,,,,
8,go to the basement,,,,,1,,,,,,
8,keep watching tv for the warnings i will get my closet,,1,,,,,,,,,
8,move to the safe shelter,,,,1,,,,,,,
4,Get my family to come home and get in the basement,,,1,,,,,,,,
8,leave the area,,,,,,,,,1,,
8,"Run to the store to stock up on bottled water, food, etc., and fuel up the car. Shelter in place at home.",,,1,,,,,,,,
8,"look for things that are missing to last as long as necessary at home, to be at home in the security bunker",,,1,,,,,,,,
4,Know where to go if it arrives and watch or listen to live reports,,1,1,,,,,,,,
8,Monitor the situation,,1,,,,,,,,,
8,monitor weather reports,,1,,,,,,,,,
8,continue my work activies,1,,,,,,,,,,
8,Park my car in a safe place inside a parking garage.,,,1,,,,,,,,
4,monitor on the tv  and prep the basement with purse and radio and food and water,,1,,,,,,,,,
8,Leave,,,,,,,1,,,,
8,None,1,,,,,,,,,,
8,Monitor the situation and ensure that I am at a protective area in my home,,1,,1,,,,,,,
4,Stay home and keep track of the situation,,1,,1,,,,,,,
4,LEAVE THE AREA,,,,,,,,,1,,
4,move away from construction site to a more secure area,,,,,,,1,,,,
8,"I would start making a plan to take cover within my residence and when the tornado arrives, I would be ready.",,,1,,,,,,,,
8,Get safe,,,,1,,,,,,,
8,nothing tell  30 minutes,1,,,,,,,,,,
8,Listen to reports until closer than get in the hall with supplies,,1,,,,,,,,,
8,Nothing,1,,,,,,,,,,
4,Basement,,,,,1,,,,,,
4,gather belonging for a few days and drive away from the area,,,1,,,,,,1,,
4,move to another location,,,,,,,1,,,,
4,,,,,,,,,,,,1
4,monitor the situation closely,,1,,,,,,,,,
4,Leave,,,,,,,1,,,,
4,get prepared,,,1,,,,,,,,
8,watch the weather reports,,1,,,,,,,,,
4,Take valuables to the basement and watch the weather.,,1,1,,,,,,,,
4,go to my city shelter,,,,,,,,1,,,
4,Same answer as before,,,1,,1,,,,,,
8,Get under furniture,,,,,1,,,,,,
8,monitor the situation and be ready to take shelter if needed,,1,,,,,,,,,
4,ist the future,,,,,,,,,,,1
8,none,1,,,,,,,,,,
8,continue on with my day,1,,,,,,,,,,
8,I would check the DTN and have the TV on to 1011 news for updates.  Have my portable radio out and flash light and get ready in case we have to take shelter i in the basement. I would call my mother-in-law next door and tell her to come over if she felt s,,1,1,,,,,,,,
8,its the future,,,,,,,,,,,1
8,"monitor situation, take cover as time got closer",,1,,,,,,,,,
8,Go to work like usual,1,,,,,,,,,,
4,monitor the situation,,1,,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
4,I would get up and get in my safe room.,,,,1,,,,,,,
4,Imagine that it is 9:00 AM tomorrow morning and you are somewhat confident that a large tornado will hit your location in the next 4 hours.,,,,,,,,,,,1
4,monitor ,,1,,,,,,,,,
4,be prepared to get to the nearest storm shelter when a tornado warning is issued,,,1,,,,,,,,
8,monitor the situation and take necessary action,,1,,,,,,,,,
8,"HAVE WATER, AND EVERYONE SAFE",,,1,,,,,,,,
8,monitor the situation,,1,,,,,,,,,
8,Ignore them because that doesn't happen here and the chance is too near 0% to matter.  It's like the french toast alerts for snow storms.,1,,,,,,,,,,
8,monitor the situation,,1,,,,,,,,,
8,Just leave,,,,,,,1,,,,
4,Keep the TV on to monitor the situation for a couple hours. Seek shelter if the warning persisted or a tornado was spotted,,1,,,,,,,,,
4,"A large tornado in four hours?  Really?  If you can predict that, I need you to predict sports games too.",1,,,,,,,,,,
4,monitor the situation and stay prepared to seek shelter,,1,,,,,,,,,
4,"Monitor the situation, being ready to head to the basement with cell phone and weather radio, if necessary.",,1,,,,,,,,,
8,good,,,,,,,,,,,1
8,i will gather my belongings and family members and move to the designated shelter,,,1,,,,,1,,,
8,monitor the weather,,1,,,,,,,,,
4,,,,,,,,,,,,1
4,not sure,,,,,,,,,,1,
8,Monitor the situation.,,1,,,,,,,,,
8,"monitor on radio, phone, TV",,1,,,,,,,,,
8,I would watch the local weather on TV and track its movement.,,1,,,,,,,,,
8,secure things outside the goto basement,,,1,,,,,,,,
4,leave the area,,,,,,,1,,,,
8,Find an appropriate shelter.,,,1,,,,,,,,
4,hide in the bedroom,,,,,1,,,,,,
8,Drive away from designated path. ,,,,,,,,,1,,
4,"get to inner most room, pay attention",,1,,,1,,,,,,
8,Monitor,,1,,,,,,,,,
4,Go to a safe area.,,,,,,,1,,,,
4,,,,,,,,,,,,1
4,"I'd call Roz, because the Wizard knows.",1,,,,,,,,,,
8,keep a lookout,,1,,,,,,,,,
8,Probably nothing unless I hear a warning,1,,,,,,,,,,
4,wait to see if it actually gets close,,1,,,,,,,,,
4,"If I'm still at home, go to the basement of my building. If I'm on the bus, the bus would go to a safe location as part of their emergency plans. ",,,,1,,,,,,,
8,monitor situation and continue my day,,1,,,,,,,,,
4,,,,,,,,,,,,1
8,head to our bathroom. its centralized in our apt.,,,,,1,,,,,,
8,"Monitor the situation via weather channel and plan to go to the basement with my children, or possibly leave the area with plenty of time to spare",,1,1,,,,,,,,
4,call off work and head to the basement closer to that time,,,1,,,,,,,,
8,Monitor the situation,,1,,,,,,,,,
4,"notify family that may have missed the information, plan ahead by taking phone, flashlight, water and food to the shelter ahead of time.",,,1,,,,,,,,
4,monitor and wait,,1,,,,,,,,,
8,keep updated on it;s possibility of hitting my area and when,,1,,,,,,,,,
4,we don't get tornados in Anaheim!,1,,,,,,,,,,
8,Listen to Rush Limbaugh and keep it on during the local updates,,1,,,,,,,,,
8,Leave the area,,,,,,,1,,,,
8,stay in basement,,,,,1,,,,,,
8,Nothing,1,,,,,,,,,,
4,"gather water, flashlight, phone charger and food medical supplies and be prepared to retreat to interior room",,,1,,,,,,,,
4,go to shelter,,,,1,,,,,,,
4,nkjhkj,,,,,,,,,,,1
8,monitor,,1,,,,,,,,,
8,Go to my basement,,,,,1,,,,,,
8,wacht and see,,1,,,,,,,,,
8,I would stay in the hospital I have an appointment in.,,,,1,,,,,,,
4,seek Shelter,,,,1,,,,,,,
4,pray,1,,,,,,,,,,
8,Get valuables safe in the basement and stock up with supplies.,,,1,,,,,,,,
4,board up and get underground,,,1,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
4,wait to see how things progress,,1,,,,,,,,,
8,hide and run,,,,1,,,,,,,
8,Probably nothing - too far out time wise.,1,,,,,,,,,,
4,Make definite plans to go to the nearest available shelter,,,1,,,,,,,,
4,Same answers as previously stated earlier in the survey.,,,,,,,,,,,1
